user_id,segment_label,age,income_tier,usage_frequency,tech_savviness,price_sensitivity,feature_adoption_rate,subscription_tier,churn_risk_baseline,engagement_score,satisfaction_score,name,email,locale,country
u_004218,casual_browser,27,mid,occasional,3.4,5.4,0.423,basic,0.3136,47.6,62.9,Donald Gonzalez,glennchloe@example.org,wal_ET,Czech Republic
u_004219,enterprise_user,52,mid,daily,9.0,1.1,0.474,premium,0.1056,70.0,43.3,Jonathan Gardner,holmespatricia@example.net,ur_PK,Papua New Guinea
u_004220,casual_browser,40,high,occasional,2.2,4.9,0.232,basic,0.0908,40.7,50.6,David Nelson,wardashley@example.net,dz_BT,Maldives
u_004221,casual_browser,37,low,weekly,4.8,1.3,0.294,free,0.2855,54.9,49.8,Brian Hicks,johnroberts@example.org,cs_CZ,Canada
u_004222,early_adopter,27,low,daily,8.4,3.9,1.0,premium,0.1563,80.5,98.0,Paula Stafford,thomasherman@example.net,brx_IN,Georgia
u_004223,price_sensitive,18,low,weekly,1.1,8.1,0.292,basic,0.5319,75.2,63.2,Kelsey Jenkins,heather46@example.com,lij_IT,Kiribati
u_004224,casual_browser,34,low,occasional,5.8,3.1,0.481,basic,0.3398,35.6,70.0,Ellen Avila,christopherwalker@example.net,mni_IN,Pakistan
u_004225,power_user,29,high,daily,8.2,5.8,0.819,premium,0.0554,100.0,69.0,James Anderson,alvarezjulie@example.net,ml_IN,Belize
u_004226,casual_browser,47,mid,weekly,2.8,4.8,0.369,basic,0.1456,58.1,51.3,Mr. Carl Lewis,patelaudrey@example.net,nn_NO,Armenia
u_004227,casual_browser,37,mid,occasional,5.9,5.9,0.15,free,0.1686,55.7,57.5,Michael Dixon,thomasjohnny@example.com,km_KH,Turkmenistan
u_004228,casual_browser,25,low,weekly,5.6,6.3,0.42,free,0.3167,60.2,53.0,Ryan Murillo,seanconley@example.org,ast_ES,Slovenia
u_004229,early_adopter,18,mid,daily,9.2,3.5,0.893,basic,0.0255,92.7,69.4,Zachary Armstrong,nguyenanna@example.net,mni_IN,Cyprus
u_004230,price_sensitive,25,mid,occasional,5.0,7.6,0.309,free,0.2457,53.2,69.0,Jessica Castro,rmartinez@example.net,af_ZA,Togo
u_004231,early_adopter,23,high,weekly,8.8,4.5,0.952,basic,0.0919,80.7,70.3,Richard Hansen,heather43@example.org,yue_HK,Libyan Arab Jamahiriya
u_004232,power_user,28,high,daily,8.1,4.3,0.727,premium,0.0993,97.6,84.8,Sean Noble,xyoung@example.net,dz_BT,Lithuania
u_004233,enterprise_user,34,high,occasional,5.4,2.6,0.417,premium,0.037,66.5,84.2,Connie Smith,karenmaddox@example.com,quz_PE,Libyan Arab Jamahiriya
u_004234,power_user,31,high,daily,8.1,6.3,0.811,premium,0.145,76.1,72.7,Paul Conrad,ahale@example.org,pl_PL,Bhutan
u_004235,casual_browser,39,mid,daily,7.3,3.8,0.454,basic,0.113,75.0,48.1,Christopher Harris,dustin85@example.com,the_NP,Sri Lanka
u_004236,enterprise_user,43,high,weekly,5.9,2.9,0.547,premium,0.0749,66.2,54.2,William Stewart,perezmonique@example.org,nso_ZA,Swaziland
u_004237,power_user,27,high,weekly,9.9,2.5,0.903,premium,0.0817,73.8,86.9,Justin Robles,christopher01@example.com,ps_AF,Argentina
u_004238,price_sensitive,35,low,weekly,3.6,9.5,0.472,free,0.4298,20.8,66.2,Scott Patel,mstokes@example.com,yue_HK,Brazil
u_004239,price_sensitive,28,low,weekly,1.8,9.3,0.264,basic,0.4062,72.9,26.1,Nicholas Mathews,robertjackson@example.com,te_IN,United States Minor Outlying Islands
u_004240,early_adopter,25,high,daily,7.5,3.7,0.951,premium,0.1637,90.6,77.2,Sara Ramirez,hayespatricia@example.com,ks_IN,Switzerland
u_004241,casual_browser,29,mid,occasional,4.0,3.3,0.258,premium,0.3193,50.8,57.9,Charles Rodriguez,kimberlywilliams@example.com,gv_GB,China
u_004242,early_adopter,34,mid,weekly,8.3,5.1,0.918,premium,0.1441,79.8,82.1,Derek Rodgers,keithmcbride@example.com,kl_GL,Tokelau
u_004243,price_sensitive,38,mid,occasional,3.8,8.7,0.294,basic,0.4114,52.8,45.4,Kimberly Mccarthy,mwilliams@example.com,fi_FI,Mongolia
u_004244,enterprise_user,51,high,daily,7.5,3.4,0.76,basic,0.0603,82.5,73.2,Sonia Grant,mcknighthannah@example.net,si_LK,Montenegro
u_004245,casual_browser,43,low,occasional,8.9,4.2,0.144,free,0.2111,70.9,67.9,Lisa Brown,grosssamuel@example.org,ta_LK,United Kingdom
u_004246,power_user,29,mid,daily,6.0,4.6,0.852,basic,0.0972,94.7,79.4,Christopher Perez,douglastimothy@example.net,kn_IN,Bhutan
u_004247,casual_browser,50,mid,daily,3.5,5.5,0.502,basic,0.2475,29.3,67.5,Belinda Meyer,cummingsjason@example.org,pl_PL,Congo
u_004248,early_adopter,25,high,daily,9.4,7.6,0.764,basic,0.02,87.3,80.1,Richard Allen,bobbybarron@example.net,ce_RU,Sao Tome and Principe
u_004249,power_user,31,high,daily,9.3,1.9,0.825,premium,0.0852,69.8,87.3,Gabriel Castillo,ccrane@example.net,mhr_RU,Egypt
u_004250,power_user,35,high,daily,9.7,6.2,0.626,basic,0.0581,100.0,89.7,Jason Good,sharon14@example.org,pap_AW,Vanuatu
u_004251,price_sensitive,19,low,weekly,5.7,8.9,0.215,free,0.3006,41.0,40.6,James Perez,jennifer54@example.com,am_ET,Ukraine
u_004252,price_sensitive,21,low,weekly,5.1,8.2,0.253,premium,0.4314,65.7,38.7,Valerie Hogan,crystal60@example.com,apn_IN,Bolivia
u_004253,early_adopter,24,mid,daily,7.1,4.9,0.9,premium,0.1526,100.0,68.7,Lacey Curtis,daniel17@example.com,bho_IN,Fiji
u_004254,price_sensitive,26,low,daily,10.0,8.4,0.199,free,0.33,49.0,61.5,David Pruitt,troy47@example.net,pap_CW,Libyan Arab Jamahiriya
u_004255,power_user,31,high,daily,8.0,2.2,0.891,basic,0.0627,83.1,80.7,Jeffrey Dunn,ggomez@example.org,ve_ZA,Madagascar
u_004256,power_user,42,high,daily,9.5,3.5,0.609,basic,0.0466,83.3,78.6,Steven Rodgers,emaynard@example.org,nl_NL,Ecuador
u_004257,casual_browser,20,mid,weekly,5.2,4.0,0.163,basic,0.2512,49.1,65.0,David Davidson,aprilyoung@example.com,aa_DJ,Nauru
u_004258,casual_browser,36,mid,weekly,5.6,1.9,0.12,basic,0.1475,17.5,69.2,Henry Smith,parrishjames@example.com,sa_IN,Grenada
u_004259,casual_browser,41,high,daily,4.0,8.3,0.172,basic,0.2565,26.3,69.1,Frederick Compton,hpatterson@example.org,iw_IL,Gambia
u_004260,enterprise_user,29,high,weekly,4.1,2.6,0.323,premium,0.0868,74.1,80.6,Taylor Park,megan19@example.org,mt_MT,Christmas Island
u_004261,price_sensitive,31,low,daily,8.0,10.0,0.305,basic,0.2759,28.8,49.3,Jessica Mayo,gillespiemichael@example.com,mk_MK,American Samoa
u_004262,casual_browser,36,mid,occasional,3.6,5.9,0.325,basic,0.2761,29.7,62.7,Jose Booth,deckermadison@example.com,ky_KG,Estonia
u_004263,price_sensitive,18,mid,weekly,4.9,8.3,0.201,basic,0.2005,42.4,63.5,Mr. Todd White,michael88@example.net,ss_ZA,Cambodia
u_004264,casual_browser,28,high,occasional,8.3,4.1,0.132,free,0.2453,49.0,36.9,Melissa Weaver,efuller@example.com,km_KH,Sudan
u_004265,casual_browser,35,low,weekly,6.1,6.0,0.365,premium,0.1683,40.2,59.0,Hannah Terry,charlesprice@example.org,ms_MY,Turks and Caicos Islands
u_004266,enterprise_user,28,mid,daily,7.7,3.2,0.745,premium,0.0249,62.9,83.3,George Richmond,bphillips@example.org,mg_MG,Gambia
u_004267,price_sensitive,31,mid,daily,2.6,9.5,0.244,free,0.5675,60.0,34.9,Keith Sherman,marcallison@example.org,lo_LA,Gibraltar
u_004268,power_user,21,high,weekly,9.1,3.9,0.884,premium,0.0737,76.8,93.7,Michael Fischer,ugardner@example.net,hi_IN,Kyrgyz Republic
u_004269,power_user,34,high,daily,8.9,3.4,0.762,premium,0.052,70.2,93.7,Joan Smith,jeffrey34@example.net,sv_SE,Lebanon
u_004270,enterprise_user,47,mid,weekly,5.1,2.9,0.665,premium,0.01,66.8,84.4,Carly Taylor,juliehudson@example.org,ug_CN,Sierra Leone
u_004271,price_sensitive,26,mid,occasional,7.5,10.0,0.246,free,0.3661,36.3,65.0,Thomas Williams,sara89@example.org,tg_TJ,Niger
u_004272,early_adopter,20,mid,daily,10.0,3.0,0.814,basic,0.1147,81.7,84.0,Juan Leach,dthornton@example.net,mt_MT,Namibia
u_004273,casual_browser,29,mid,occasional,2.6,5.1,0.358,basic,0.1231,68.5,32.0,Tracy Garcia,meyerkenneth@example.org,raj_IN,Sri Lanka
u_004274,casual_browser,32,mid,daily,4.5,1.0,0.098,free,0.1536,20.0,38.1,Brandy Smith,jamesberry@example.net,zu_ZA,Mauritania
u_004275,power_user,21,mid,daily,9.0,2.2,0.75,premium,0.0185,78.5,66.9,Beth Shaw,josephross@example.net,quz_PE,Nicaragua
u_004276,enterprise_user,29,high,daily,9.6,4.1,0.463,premium,0.0447,51.8,57.4,Edward Gomez,wesley76@example.org,bo_CN,Niue
u_004277,power_user,26,high,daily,9.5,3.8,0.905,premium,0.0487,61.5,81.2,Erin Allen,knoxelizabeth@example.org,wo_SN,New Caledonia
u_004278,early_adopter,18,mid,daily,7.2,5.7,0.859,premium,0.2296,71.5,74.7,Crystal Rose,meganbanks@example.org,mt_MT,New Zealand
u_004279,price_sensitive,38,mid,daily,6.6,7.1,0.176,basic,0.3301,63.5,32.0,Charles Walker,katrinashaw@example.net,fo_FO,Mayotte
u_004280,price_sensitive,26,low,daily,5.5,8.4,0.339,basic,0.2232,42.6,42.9,Sarah Flynn,johnlewis@example.com,fy_DE,Morocco
u_004281,casual_browser,35,mid,weekly,2.7,5.0,0.089,basic,0.1834,51.8,66.0,Regina Hawkins,heatherglover@example.net,ve_ZA,Faroe Islands
u_004282,price_sensitive,36,low,occasional,6.5,7.4,0.277,basic,0.2849,35.3,50.4,Antonio Ortiz,everettandrew@example.net,bn_BD,Djibouti
u_004283,price_sensitive,31,low,daily,3.8,9.1,0.428,free,0.4607,46.6,49.6,Kenneth Herman,clarkbrian@example.com,apn_IN,Spain
u_004284,casual_browser,34,high,weekly,5.8,3.0,0.289,basic,0.2034,41.8,39.5,Jeffrey Clark,john55@example.com,ps_AF,New Caledonia
u_004285,price_sensitive,31,low,weekly,8.3,10.0,0.299,free,0.6309,39.5,32.1,Seth Rush,tylermelissa@example.net,sr_RS,Marshall Islands
u_004286,price_sensitive,27,low,weekly,7.9,8.4,0.3,free,0.3309,68.8,78.4,Robert Wilson,denise39@example.com,zh_HK,Switzerland
u_004287,casual_browser,32,low,weekly,3.3,6.4,0.299,basic,0.3617,63.8,46.0,Katherine Parker,james87@example.org,uz_UZ,Dominican Republic
u_004288,power_user,22,high,daily,7.6,4.6,0.69,free,0.143,68.5,90.1,Kelly Johnson,yorkandrew@example.com,cmn_TW,United States of America
u_004289,power_user,28,high,daily,8.2,1.0,0.803,premium,0.0836,94.0,85.2,Dennis Carr,bakerwilliam@example.org,bho_IN,Algeria
u_004290,enterprise_user,29,high,daily,9.1,2.7,0.444,premium,0.0479,62.1,78.0,James Vargas,rachel98@example.org,en_AG,Lithuania
u_004291,enterprise_user,37,mid,daily,8.2,2.0,0.261,basic,0.0547,85.7,71.3,Lauren Jackson,dianaaguilar@example.org,ha_NG,Bosnia and Herzegovina
u_004292,power_user,24,high,daily,7.2,5.1,0.534,premium,0.2029,84.7,97.5,Jeffrey Horton,carlos01@example.org,lb_LU,Philippines
u_004293,enterprise_user,32,high,daily,7.1,2.7,0.373,basic,0.0725,83.2,64.2,Ms. Angela Noble,thompsonscott@example.org,cv_RU,British Virgin Islands
u_004294,price_sensitive,35,low,occasional,2.6,8.9,0.316,basic,0.2282,13.5,47.3,Justin Hall,courtney32@example.org,sd_IN,Swaziland
u_004295,power_user,35,high,daily,10.0,5.0,0.597,basic,0.01,70.3,55.4,Jeremy Robinson,johnathan00@example.net,ca_AD,Wallis and Futuna
u_004296,price_sensitive,41,high,daily,8.1,7.5,0.229,basic,0.3368,50.1,70.2,Megan Gonzalez,wallacemichael@example.net,se_NO,Isle of Man
u_004297,enterprise_user,33,mid,daily,6.7,1.1,0.8,premium,0.0404,73.0,46.6,Charles Nolan,davidpowell@example.net,sw_KE,Comoros
u_004298,casual_browser,35,mid,daily,5.2,4.9,0.384,basic,0.1952,23.8,43.8,Mary Moore,jodi27@example.net,ku_TR,Korea
u_004299,casual_browser,38,low,daily,5.5,4.1,0.151,free,0.229,74.8,45.6,Evan Miller,stacey55@example.org,be_BY,Venezuela
u_004300,price_sensitive,23,mid,occasional,1.4,9.9,0.161,free,0.2653,30.5,43.9,Joshua Hoffman,reyesmichelle@example.com,vi_VN,Denmark
u_004301,casual_browser,52,low,occasional,5.1,4.9,0.12,premium,0.2704,75.0,48.6,Richard Benson,kwright@example.net,mi_NZ,Gambia
u_004302,casual_browser,58,low,weekly,4.7,5.2,0.051,free,0.2282,54.9,55.9,Barry Kim,shelley71@example.org,gv_GB,Papua New Guinea
u_004303,early_adopter,23,high,daily,9.4,6.4,0.933,basic,0.1678,75.2,77.1,Michelle Ward,grantjulie@example.net,fi_FI,Azerbaijan
u_004304,price_sensitive,22,low,weekly,5.7,7.7,0.084,basic,0.4029,37.4,58.6,Carlos Ross,victor92@example.org,bs_BA,Rwanda
u_004305,casual_browser,29,high,occasional,4.3,5.0,0.272,basic,0.1496,20.4,69.9,Teresa Baker,ksexton@example.com,ayc_PE,Isle of Man
u_004306,enterprise_user,33,high,weekly,3.4,1.5,0.361,premium,0.1197,52.9,83.1,Brandon Payne,gheath@example.org,tk_TM,Chad
u_004307,price_sensitive,26,mid,weekly,2.7,9.3,0.253,free,0.3336,80.0,46.7,Jennifer Martinez,amanda40@example.com,ps_AF,Sudan
u_004308,power_user,35,high,daily,7.6,4.0,1.0,premium,0.0794,87.6,74.5,Henry Rivera,smithmonica@example.com,dv_MV,Netherlands
u_004309,power_user,25,high,weekly,8.0,1.9,0.84,premium,0.0825,73.8,78.0,Dennis Henderson,zacharymarsh@example.net,yi_US,Finland
u_004310,casual_browser,35,mid,occasional,5.0,6.5,0.359,free,0.0581,48.3,56.7,Megan Jones,ann02@example.com,mi_NZ,Belize
u_004311,enterprise_user,43,high,occasional,9.4,1.5,0.15,premium,0.0222,65.4,83.1,Willie Trujillo,dwatson@example.net,ug_CN,Angola
u_004312,price_sensitive,20,low,weekly,3.7,8.9,0.204,free,0.2602,45.7,44.2,Justin Pace,vincentcraig@example.net,mai_IN,Fiji
u_004313,power_user,20,high,occasional,9.0,3.0,0.678,basic,0.1151,62.3,60.7,Nancy Brewer,jasminearmstrong@example.net,km_KH,Norway
u_004314,casual_browser,31,mid,occasional,6.9,5.6,0.361,free,0.2889,10.0,42.0,Thomas Rios,josephwilson@example.com,ss_ZA,Lithuania
u_004315,casual_browser,30,low,occasional,5.7,3.9,0.166,free,0.1301,38.9,31.8,Sean Jones,vpatterson@example.com,ps_AF,Pakistan
u_004316,casual_browser,18,low,daily,5.5,8.7,0.223,premium,0.3251,43.0,25.8,Michael Duran,samuelhill@example.org,szl_PL,Trinidad and Tobago
u_004317,price_sensitive,29,mid,occasional,6.2,7.8,0.33,free,0.3734,54.9,80.0,Jordan Lin,williamsnicole@example.com,nb_NO,Argentina
u_004318,casual_browser,22,mid,weekly,6.7,2.9,0.129,basic,0.05,61.6,53.1,Karen Wood,john00@example.org,dz_BT,Haiti
u_004319,price_sensitive,25,low,weekly,4.0,8.2,0.174,basic,0.2988,44.4,55.7,Cheryl Edwards,jonlarson@example.org,wo_SN,Saint Helena
u_004320,early_adopter,26,mid,daily,9.7,3.1,0.827,premium,0.0749,95.2,90.9,Jill Villarreal MD,zortiz@example.net,hi_IN,Moldova
u_004321,power_user,18,high,daily,8.7,5.3,0.756,basic,0.1696,79.3,64.7,Christopher Sharp,shirley13@example.com,ps_AF,Australia
u_004322,price_sensitive,32,low,daily,5.7,8.3,0.274,free,0.5289,34.9,45.1,Linda Garcia,jennifer57@example.org,es_CU,Western Sahara
u_004323,casual_browser,26,mid,occasional,5.4,3.8,0.368,free,0.0965,26.6,48.7,Mrs. Meghan Cardenas,michaelmeadows@example.org,km_KH,Hungary
u_004324,price_sensitive,18,low,weekly,3.7,7.4,0.097,free,0.4881,66.4,27.0,Matthew Lee,bowenchristian@example.net,lv_LV,Jersey
u_004325,power_user,18,mid,daily,8.6,4.6,0.69,premium,0.133,84.2,98.1,Kathleen Graham,andrewwest@example.net,bg_BG,Lesotho
u_004326,early_adopter,33,mid,weekly,8.5,5.2,0.951,basic,0.1442,93.2,79.3,Tammy Robinson,michael42@example.org,bs_BA,Fiji
u_004327,casual_browser,25,high,occasional,5.1,7.3,0.327,free,0.2251,42.7,53.1,Derek Mendoza,andrewramirez@example.org,ha_NG,Saint Martin
u_004328,enterprise_user,30,high,daily,8.4,2.3,0.509,premium,0.0873,63.0,74.9,Carl Lane,evelyn12@example.net,fr_CA,Paraguay
u_004329,casual_browser,49,mid,occasional,6.6,7.6,0.284,free,0.2434,30.1,85.0,Kelly Crawford,victoria15@example.com,pap_CW,Zambia
u_004330,enterprise_user,45,high,weekly,8.3,2.8,0.397,premium,0.0416,100.0,71.3,Jacqueline Rogers,cory16@example.net,ka_GE,Andorra
u_004331,early_adopter,30,mid,daily,8.0,2.6,0.928,premium,0.1066,88.3,75.9,Abigail Miller,nguyenelizabeth@example.org,zh_HK,Lesotho
u_004332,casual_browser,43,low,daily,3.3,8.6,0.478,basic,0.1025,34.5,25.5,Susan Collins,nreid@example.org,nb_NO,Thailand
u_004333,early_adopter,18,mid,daily,9.6,4.1,0.843,premium,0.0821,91.8,68.5,Justin Gonzales,ysanchez@example.com,an_ES,Greece
u_004334,casual_browser,28,low,weekly,7.1,4.7,0.403,basic,0.0574,55.8,51.1,Zachary Howard,ilee@example.org,hy_AM,Saint Vincent and the Grenadines
u_004335,price_sensitive,29,mid,occasional,3.7,9.1,0.369,basic,0.1799,41.4,62.9,Nicole Coleman,zacharysmith@example.org,cmn_TW,Timor-Leste
u_004336,casual_browser,42,high,occasional,6.7,4.6,0.363,free,0.2355,63.3,48.9,Steve Hampton,tpayne@example.org,ta_IN,Nauru
u_004337,enterprise_user,45,high,daily,6.6,2.5,0.364,premium,0.01,85.3,48.3,Jamie Dorsey,stacywillis@example.com,ca_FR,Kazakhstan
u_004338,price_sensitive,18,mid,daily,3.8,7.8,0.313,free,0.4421,61.2,74.3,Lori Jacobs,agonzales@example.org,gv_GB,Turkmenistan
u_004339,power_user,30,high,daily,9.8,3.8,0.927,premium,0.0885,92.1,75.6,Kenneth Cooper Jr.,sethvance@example.net,ja_JP,Estonia
u_004340,enterprise_user,28,mid,weekly,6.3,3.0,0.528,premium,0.1054,73.1,79.9,Dr. Patrick Tyler IV,susan57@example.org,the_NP,Norfolk Island
u_004341,enterprise_user,34,high,daily,7.9,1.0,0.442,premium,0.0604,86.1,75.1,Carla Benitez,alyssa76@example.net,ps_AF,Fiji
u_004342,power_user,36,high,daily,6.9,5.2,0.564,premium,0.0479,78.1,82.9,Michael Walters,hendersonlisa@example.com,my_MM,Guatemala
u_004343,price_sensitive,27,low,occasional,6.1,8.6,0.111,free,0.3147,57.6,18.0,Jon Davis,janice23@example.net,ts_ZA,Gambia
u_004344,price_sensitive,34,low,weekly,7.1,9.8,0.262,free,0.1856,35.7,63.4,David Pena,victoriacampbell@example.net,li_BE,Mauritania
u_004345,early_adopter,18,mid,daily,8.1,3.6,0.905,basic,0.1149,84.8,77.0,Susan Cain,zjimenez@example.com,raj_IN,South Africa
u_004346,power_user,22,high,daily,8.3,3.0,0.81,premium,0.1127,89.0,87.5,Christopher Chang,ambermiller@example.net,cv_RU,Cyprus
u_004347,early_adopter,23,mid,daily,9.7,4.6,0.985,basic,0.0716,79.4,83.7,Christy Franklin,stacey86@example.org,tr_TR,Zimbabwe
u_004348,casual_browser,32,low,occasional,7.6,6.5,0.265,free,0.2293,40.7,64.1,Sabrina Martin,baldwinjason@example.com,lt_LT,Christmas Island
u_004349,enterprise_user,32,high,daily,3.2,1.8,0.568,premium,0.0274,65.2,63.6,John Spence,kimberlypatterson@example.net,nr_ZA,South Georgia and the South Sandwich Islands
u_004350,enterprise_user,54,mid,daily,6.0,1.1,0.597,premium,0.0476,55.9,64.9,Theresa Gomez,smithroberto@example.org,bem_ZM,Barbados
u_004351,casual_browser,45,mid,occasional,3.2,9.2,0.393,free,0.2035,14.3,51.4,Danielle Torres,lindsay06@example.org,mg_MG,Iceland
u_004352,price_sensitive,18,low,daily,3.9,8.1,0.193,basic,0.3746,50.0,51.5,Ronald Phillips,bradyjason@example.org,os_RU,Albania
u_004353,power_user,28,high,daily,9.4,2.9,0.821,premium,0.1314,72.1,72.3,Barbara Thomas,lopezlori@example.net,hne_IN,Malawi
u_004354,enterprise_user,53,mid,daily,4.1,1.3,0.316,premium,0.054,98.3,81.5,Elizabeth Carter,thomastravis@example.org,ti_ET,Suriname
u_004355,power_user,25,mid,daily,9.0,1.2,0.792,premium,0.1744,86.2,92.5,Jacob Rodgers,martindavid@example.net,lv_LV,Japan
u_004356,casual_browser,20,mid,weekly,4.7,4.7,0.33,basic,0.1038,31.2,50.5,Samuel Terry,griffinmary@example.net,da_DK,Saint Martin
u_004357,enterprise_user,41,high,weekly,3.2,1.2,0.308,premium,0.065,76.6,71.6,Emily Hill,pollardjacob@example.org,ia_FR,Brunei Darussalam
u_004358,casual_browser,25,mid,daily,3.7,5.5,0.5,premium,0.1911,34.7,59.9,Stacey Wilson,murraycrystal@example.org,is_IS,Turkmenistan
u_004359,power_user,24,high,weekly,8.4,1.0,0.797,premium,0.1109,74.1,82.2,Mary Williams,mccalltimothy@example.net,fi_FI,Bahrain
u_004360,enterprise_user,55,mid,daily,4.6,3.3,0.413,premium,0.1293,67.6,56.3,Mathew Adams,fowlermichelle@example.org,nso_ZA,Sudan
u_004361,power_user,30,high,weekly,8.4,5.4,0.833,premium,0.0414,100.0,78.3,Kenneth Romero,yroth@example.org,ks_IN,Somalia
u_004362,power_user,22,mid,daily,8.6,6.2,0.694,basic,0.0706,80.8,79.7,Kristine Bryant DVM,dsmith@example.org,dv_MV,Monaco
u_004363,power_user,30,mid,daily,9.3,3.2,0.918,basic,0.1022,85.3,77.5,Terri Andersen,dorothycollins@example.net,wa_BE,Greenland
u_004364,price_sensitive,42,low,daily,5.2,6.5,0.207,free,0.3489,44.7,67.3,Stephanie Johnson,sullivankristen@example.com,gv_GB,Guadeloupe
u_004365,casual_browser,34,low,weekly,3.0,10.0,0.315,free,0.05,39.3,50.9,Renee Barnes,melissa73@example.com,sc_IT,Gibraltar
u_004366,casual_browser,44,mid,daily,5.5,8.3,0.386,basic,0.3123,55.7,67.9,Susan Grant,alexandramorris@example.net,or_IN,Wallis and Futuna
u_004367,casual_browser,27,low,weekly,6.2,3.2,0.248,basic,0.1883,45.2,45.6,David Matthews,dshelton@example.org,fil_PH,Ghana
u_004368,casual_browser,36,mid,occasional,3.2,3.9,0.414,free,0.2185,46.4,33.4,Corey Miller,griffinbrandy@example.com,uk_UA,Thailand
u_004369,casual_browser,34,mid,weekly,4.3,7.2,0.052,basic,0.2393,44.0,38.4,Alicia Jackson,khammond@example.net,kk_KZ,Saint Lucia
u_004370,price_sensitive,31,mid,weekly,6.1,8.5,0.243,free,0.3307,50.7,58.7,Todd Riddle,walkerrichard@example.net,my_MM,Barbados
u_004371,casual_browser,34,low,occasional,6.7,7.9,0.524,basic,0.4771,41.6,82.2,Caitlyn Ryan,aliciaphelps@example.com,ti_ET,United States Minor Outlying Islands
u_004372,power_user,32,high,daily,7.8,4.3,0.905,free,0.1017,84.7,84.0,Jonathan Burns,westbrian@example.org,sc_IT,Guyana
u_004373,power_user,30,high,daily,9.5,3.1,0.939,premium,0.0162,83.2,75.6,Jacob Yoder,chavezadam@example.com,an_ES,Pakistan
u_004374,enterprise_user,41,high,daily,3.0,2.7,0.322,premium,0.01,81.5,57.1,Carol Rodriguez,leah50@example.com,os_RU,Grenada
u_004375,casual_browser,42,low,weekly,8.2,10.0,0.05,basic,0.1957,49.5,40.2,Jeffrey Walker,davidruiz@example.org,cs_CZ,Tanzania
u_004376,casual_browser,42,mid,daily,2.8,3.4,0.121,free,0.1039,50.8,39.5,Melvin Cruz,timothysimmons@example.com,uk_UA,Timor-Leste
u_004377,casual_browser,42,low,occasional,6.2,7.4,0.364,basic,0.2369,39.9,32.2,Lisa Gutierrez,tasha48@example.org,nr_ZA,British Virgin Islands
u_004378,price_sensitive,33,mid,daily,6.1,8.9,0.087,basic,0.3154,51.2,40.0,Calvin Horton,kristen42@example.org,hu_HU,France
u_004379,price_sensitive,25,low,daily,7.1,8.5,0.354,free,0.3204,80.0,59.1,Russell Flynn,howardsandy@example.com,fur_IT,Northern Mariana Islands
u_004380,power_user,33,mid,daily,8.5,2.5,0.937,premium,0.0861,77.4,73.3,Virginia Nguyen,andreadavidson@example.net,se_NO,Kyrgyz Republic
u_004381,price_sensitive,25,low,occasional,7.8,9.7,0.076,basic,0.3897,10.3,42.6,Ann Larsen,courtney12@example.org,sw_TZ,Samoa
u_004382,power_user,24,high,daily,6.8,2.6,0.7,premium,0.0727,86.5,82.3,Nathaniel Williams,vaughnmark@example.net,ckb_IQ,Armenia
u_004383,price_sensitive,32,high,weekly,7.8,7.9,0.346,free,0.3007,50.1,80.0,Steve Mcintosh,lschroeder@example.org,an_ES,Panama
u_004384,power_user,31,high,daily,10.0,1.0,0.786,basic,0.01,76.5,72.3,Patrick Ryan,zhurst@example.com,gv_GB,Malawi
u_004385,enterprise_user,47,mid,daily,7.4,1.0,0.421,premium,0.0607,59.8,66.1,Gregory Allen,reynoldstimothy@example.com,ts_ZA,Cayman Islands
u_004386,casual_browser,34,high,occasional,7.4,6.2,0.214,basic,0.0656,39.4,55.7,Eric Baker,qhowe@example.org,sr_ME,Panama
u_004387,casual_browser,35,low,weekly,4.6,2.2,0.05,basic,0.2509,36.4,60.1,Priscilla Sharp,jtran@example.com,br_FR,Italy
u_004388,enterprise_user,46,high,daily,6.7,3.1,0.568,basic,0.099,81.7,59.8,Robin Tyler,donaldpearson@example.com,hr_HR,Martinique
u_004389,power_user,28,high,daily,9.8,3.7,0.689,premium,0.0555,76.9,74.5,George White,qhernandez@example.net,kk_KZ,Guernsey
u_004390,casual_browser,25,mid,occasional,1.0,5.9,0.297,free,0.2143,43.6,72.1,Deborah Harris,kevinbrown@example.net,lo_LA,China
u_004391,power_user,31,high,daily,8.6,2.7,0.972,basic,0.1579,69.8,70.5,Elizabeth Brown,xlawrence@example.com,lzh_TW,Jamaica
u_004392,enterprise_user,41,high,daily,5.5,3.3,0.267,basic,0.0391,74.3,77.5,Michael Oconnor,uvaughn@example.net,hu_HU,Togo
u_004393,enterprise_user,41,high,occasional,10.0,2.2,0.477,basic,0.0586,78.1,77.3,Eric Whitehead,stephanie07@example.org,yi_US,Brunei Darussalam
u_004394,casual_browser,19,low,weekly,4.7,5.6,0.204,basic,0.2506,53.4,52.8,James Reyes,nataliekennedy@example.com,km_KH,Micronesia
u_004395,enterprise_user,58,mid,daily,6.1,3.5,0.602,premium,0.0738,70.2,76.1,Jennifer Brown,phillipsbrian@example.net,tr_CY,Algeria
u_004396,casual_browser,31,mid,weekly,4.6,7.2,0.212,free,0.1534,24.7,61.1,Mark Stokes,uwhite@example.com,dv_MV,Kuwait
u_004397,casual_browser,22,mid,weekly,3.5,7.3,0.356,free,0.1626,59.7,54.1,Peter Cohen,frank06@example.com,bem_ZM,Guam
