user_id,segment_label,age,income_tier,usage_frequency,tech_savviness,price_sensitivity,feature_adoption_rate,subscription_tier,churn_risk_baseline,engagement_score,satisfaction_score,name,email,locale,country
u_001178,price_sensitive,23,mid,daily,7.7,9.7,0.305,free,0.3361,38.2,23.4,Michelle Bradley,murraycatherine@example.net,nan_TW,Madagascar
u_001179,casual_browser,27,mid,occasional,4.7,3.8,0.352,free,0.3031,65.9,61.8,Kathryn Hill,tmeyer@example.org,kl_GL,Yemen
u_001180,casual_browser,28,low,daily,3.0,8.3,0.287,premium,0.1057,26.5,50.6,Sean Lee,jasonfoster@example.org,et_EE,India
u_001181,enterprise_user,32,high,daily,6.0,2.2,0.441,premium,0.0885,86.2,60.9,Darren Daugherty,andersonalan@example.org,gez_ER,Suriname
u_001182,price_sensitive,38,high,occasional,5.4,9.3,0.05,basic,0.3562,45.5,39.2,Brian Allen,monica08@example.net,kok_IN,Cocos (Keeling) Islands
u_001183,power_user,29,high,daily,10.0,3.9,0.953,premium,0.0443,92.6,74.2,Danielle Vang,stevenwise@example.net,ve_ZA,Lebanon
u_001184,enterprise_user,46,mid,daily,5.8,3.4,0.313,premium,0.0601,57.9,91.0,Martin Williams DVM,tracyhowe@example.net,kl_GL,Isle of Man
u_001185,price_sensitive,42,low,weekly,4.9,9.3,0.256,free,0.4312,31.8,59.5,David Brooks,tracyfreeman@example.net,bhb_IN,Azerbaijan
u_001186,casual_browser,29,low,weekly,5.2,8.3,0.276,free,0.2891,32.9,56.8,Stephen Murray,ywallace@example.com,lt_LT,Greece
u_001187,casual_browser,33,low,weekly,8.8,2.6,0.27,basic,0.1582,18.9,40.4,Pamela Schmidt,lowekristin@example.org,apn_IN,Uruguay
u_001188,price_sensitive,31,low,weekly,4.3,7.2,0.319,basic,0.3536,76.9,42.7,Jillian Rios,janice78@example.net,gez_ET,Angola
u_001189,price_sensitive,33,low,daily,7.8,9.0,0.138,basic,0.236,47.4,22.3,Tiffany Rowe,amberkennedy@example.net,pa_IN,Uruguay
u_001190,early_adopter,23,low,daily,8.8,6.1,0.934,premium,0.1959,77.0,79.3,Christopher Smith,aaronwalker@example.net,hy_AM,Heard Island and McDonald Islands
u_001191,enterprise_user,36,high,daily,4.1,3.8,0.374,basic,0.0407,51.7,68.9,David Diaz,ujohnson@example.org,en_PK,Isle of Man
u_001192,casual_browser,31,mid,weekly,6.0,8.4,0.382,basic,0.3176,12.9,85.0,Logan Wilson,alexandernicholas@example.net,as_IN,Gibraltar
u_001193,price_sensitive,31,high,daily,6.0,7.5,0.25,free,0.2663,38.8,41.2,Kristina Casey,katherine49@example.org,as_IN,Senegal
u_001194,price_sensitive,18,low,daily,9.0,10.0,0.301,basic,0.2552,60.8,45.5,Jennifer Lee,millerjill@example.net,or_IN,China
u_001195,casual_browser,47,mid,weekly,4.8,3.8,0.624,free,0.3524,29.9,36.8,Gabriel Reyes,mitchelldawn@example.net,af_ZA,Finland
u_001196,price_sensitive,28,mid,weekly,9.1,8.5,0.361,basic,0.3134,33.6,55.9,Sharon Johnson,hineskrystal@example.com,bhb_IN,Saint Helena
u_001197,early_adopter,24,high,daily,8.6,3.0,0.736,premium,0.1274,78.0,75.1,Allison Sanchez,jessicarandall@example.com,wo_SN,Denmark
u_001198,early_adopter,32,mid,daily,9.0,4.8,0.91,premium,0.0309,87.5,70.4,Sean Mueller,pvaldez@example.net,lt_LT,Monaco
u_001199,casual_browser,39,mid,daily,5.0,6.3,0.498,premium,0.1674,24.9,71.4,Victor Blake,wellsamy@example.org,hr_HR,Korea
u_001200,power_user,29,high,daily,9.6,4.7,0.464,premium,0.0881,72.6,68.2,Anthony Woods,brianromero@example.org,bn_BD,Peru
u_001201,enterprise_user,40,high,occasional,3.0,2.9,0.338,premium,0.0352,65.4,70.6,Natalie Brooks,stevenyoung@example.org,tt_RU,Northern Mariana Islands
u_001202,casual_browser,48,mid,occasional,4.7,3.4,0.5,free,0.205,22.8,39.0,Maurice Carrillo,patricia92@example.org,el_GR,Gambia
u_001203,price_sensitive,20,mid,weekly,4.3,9.4,0.43,free,0.4646,28.7,70.2,Christopher Rivera,helenhorton@example.org,uz_UZ,Greece
u_001204,price_sensitive,26,mid,weekly,3.0,8.4,0.161,free,0.377,48.1,70.1,Jacob Rodgers,martindavid@example.net,lv_LV,Japan
u_001205,casual_browser,46,mid,weekly,2.7,8.5,0.211,free,0.1399,38.7,40.1,Jessica Rogers,guerrerostanley@example.net,kk_KZ,Canada
u_001206,casual_browser,44,mid,weekly,5.2,5.6,0.254,basic,0.2306,14.4,53.5,Kimberly Logan,bentondavid@example.org,ku_TR,Zambia
u_001207,enterprise_user,44,high,weekly,7.5,1.0,0.451,premium,0.078,70.8,62.3,Kimberly Walsh,samanthacox@example.com,shs_CA,Iceland
u_001208,casual_browser,33,high,occasional,6.2,6.2,0.132,basic,0.24,58.7,38.7,Joseph Garza,ryandodson@example.org,nn_NO,Mauritania
u_001209,casual_browser,49,mid,occasional,6.3,3.7,0.386,premium,0.2783,32.4,39.1,Janet Delgado,ojenkins@example.org,tig_ER,Burundi
u_001210,enterprise_user,29,mid,daily,6.0,1.4,0.309,premium,0.0504,66.8,75.6,Erica White,awilliams@example.net,ak_GH,Mozambique
u_001211,price_sensitive,23,low,occasional,6.5,9.0,0.244,free,0.3225,23.9,56.7,Natasha Lester,monroeluke@example.com,byn_ER,Gabon
u_001212,price_sensitive,29,mid,occasional,4.5,7.4,0.21,free,0.1111,66.1,80.0,Bobby Reyes Jr.,shahjose@example.net,hr_HR,Ecuador
u_001213,casual_browser,29,mid,occasional,4.1,6.6,0.198,basic,0.2469,32.9,66.0,Kiara Wilson,bakermegan@example.net,shs_CA,Bangladesh
u_001214,enterprise_user,37,high,daily,4.7,1.2,0.702,premium,0.0185,74.1,93.3,Micheal Miller,moralesandrew@example.net,ug_CN,Botswana
u_001215,price_sensitive,28,low,weekly,7.0,9.6,0.294,free,0.4413,37.8,67.9,Brett Obrien,vmoore@example.org,nl_BE,Norfolk Island
u_001216,power_user,25,high,daily,8.2,3.6,0.753,basic,0.0316,100.0,85.2,Penny Gomez MD,aprilmclaughlin@example.org,ca_FR,Saint Kitts and Nevis
u_001217,casual_browser,40,mid,weekly,2.8,5.4,0.221,free,0.1745,44.1,51.5,Eric Brown,jerome16@example.com,an_ES,Saint Lucia
u_001218,enterprise_user,54,high,daily,8.3,3.1,0.668,premium,0.0623,67.0,76.3,Brett Jones,hendersonroberto@example.net,ms_MY,Azerbaijan
u_001219,price_sensitive,27,mid,occasional,7.1,9.5,0.151,free,0.2923,44.1,49.8,Patricia Wilson,gilestiffany@example.com,tn_ZA,Armenia
u_001220,power_user,18,mid,weekly,8.4,3.0,0.7,premium,0.1436,83.8,79.9,Cody Davidson,vfoster@example.net,fy_DE,Nauru
u_001221,casual_browser,28,mid,occasional,5.6,8.1,0.338,free,0.0565,46.6,71.4,Mary Chung,jennifer73@example.com,ar_SD,Faroe Islands
u_001222,casual_browser,31,high,weekly,6.8,5.9,0.218,free,0.2511,37.0,70.7,Lauren Li,heather39@example.org,hr_HR,Turkey
u_001223,early_adopter,19,low,weekly,9.6,2.2,0.832,premium,0.1817,83.8,78.4,Michael Cook,zachary90@example.com,byn_ER,Puerto Rico
u_001224,casual_browser,20,mid,occasional,5.7,7.0,0.266,free,0.2273,39.5,36.1,Rachel Martinez,mariagonzalez@example.org,ckb_IQ,Liechtenstein
u_001225,price_sensitive,39,mid,weekly,8.8,8.6,0.219,basic,0.412,51.1,56.1,Jennifer Williams,lisa42@example.org,ru_UA,Bahamas
u_001226,power_user,27,high,daily,8.9,7.8,0.977,premium,0.0214,75.3,91.5,Brenda White,ewright@example.com,sid_ET,Australia
u_001227,early_adopter,21,high,weekly,8.5,3.2,0.925,basic,0.1391,96.6,79.5,Samuel Williams,danieldavis@example.net,ka_GE,San Marino
u_001228,price_sensitive,34,mid,daily,4.5,8.0,0.468,free,0.3567,47.7,69.2,Thomas Johnson,catherinegeorge@example.net,ml_IN,Congo
u_001229,price_sensitive,34,low,weekly,6.2,9.4,0.2,free,0.2721,54.3,63.9,Michael Johnson,debbie01@example.org,lv_LV,Somalia
u_001230,price_sensitive,26,low,daily,6.9,7.3,0.418,basic,0.6102,77.3,61.8,Miranda Cooper,diana65@example.org,lb_LU,United States Minor Outlying Islands
u_001231,casual_browser,39,mid,occasional,4.7,10.0,0.43,basic,0.2869,55.2,54.8,Rodney Wood IV,hdennis@example.org,nn_NO,Uruguay
u_001232,price_sensitive,18,low,weekly,6.9,9.0,0.127,free,0.3468,59.3,50.0,David Mann,brian61@example.org,ru_UA,Liechtenstein
u_001233,price_sensitive,29,mid,weekly,7.7,8.1,0.164,basic,0.2631,59.2,30.3,Judy Ayers,bob20@example.com,th_TH,Macao
u_001234,casual_browser,25,mid,daily,7.8,7.1,0.453,free,0.2148,58.9,25.9,Tammy Nelson,dayjohn@example.org,sd_IN,Afghanistan
u_001235,casual_browser,30,mid,weekly,5.4,5.1,0.242,free,0.312,26.2,52.8,Anna Ponce,raymondschultz@example.net,en_BW,Cote d'Ivoire
u_001236,price_sensitive,23,mid,occasional,5.1,6.5,0.245,free,0.2732,57.1,42.6,Victoria Kemp,virginia51@example.org,kk_KZ,Ukraine
u_001237,power_user,22,high,daily,6.0,4.3,0.675,basic,0.0708,63.9,64.7,Sheila Wilson,andrewnguyen@example.com,ur_PK,Montenegro
u_001238,enterprise_user,36,high,daily,6.7,4.2,0.46,basic,0.0477,82.6,37.9,Alex Russell,mturner@example.net,ga_IE,India
u_001239,casual_browser,30,low,occasional,7.2,5.5,0.537,basic,0.2007,54.0,47.8,Nicholas Gibbs,wardjohn@example.org,ff_SN,Heard Island and McDonald Islands
u_001240,enterprise_user,32,high,weekly,7.4,1.0,0.233,basic,0.0426,83.9,74.8,Bryan Nichols,wparker@example.net,ht_HT,Uganda
u_001241,early_adopter,26,high,daily,9.0,6.3,0.911,premium,0.119,85.0,68.6,Angela Rose,mfox@example.com,dz_BT,Pakistan
u_001242,price_sensitive,36,low,occasional,7.4,10.0,0.379,basic,0.3231,33.3,53.1,Peter Brewer,wcastillo@example.com,ka_GE,North Macedonia
u_001243,casual_browser,52,high,weekly,4.9,5.0,0.29,premium,0.259,47.2,64.5,Jesus Mccarthy,tracycruz@example.org,br_FR,Mauritius
u_001244,price_sensitive,23,low,daily,6.3,6.5,0.23,free,0.1,50.0,51.5,Robert Preston,pbates@example.net,lzh_TW,Macao
u_001245,early_adopter,18,high,occasional,9.1,7.0,0.989,basic,0.1066,97.4,90.3,Carrie Fernandez,paul34@example.com,mg_MG,Poland
u_001246,enterprise_user,48,high,daily,8.8,2.6,0.484,premium,0.01,59.8,77.8,Ricky Haney,torrestravis@example.org,tl_PH,Jordan
u_001247,casual_browser,31,low,weekly,4.9,7.9,0.47,free,0.1294,53.2,52.6,Kimberly Sullivan,jessica86@example.com,os_RU,Somalia
u_001248,power_user,21,high,daily,8.3,4.5,0.608,premium,0.0642,81.0,89.3,Cody Reid,angelaburns@example.org,fo_FO,Tajikistan
u_001249,power_user,32,mid,daily,6.9,6.2,0.771,basic,0.0321,78.1,78.9,Darryl Morgan,uross@example.org,kn_IN,Germany
u_001250,power_user,24,high,daily,9.5,4.4,0.616,premium,0.1224,98.7,87.9,Bryan Cole,colinroberts@example.com,ti_ET,Egypt
u_001251,early_adopter,28,mid,daily,8.7,3.5,0.871,basic,0.1711,80.2,74.3,Jeremy Hall,hannahhernandez@example.com,el_CY,Maldives
u_001252,price_sensitive,18,high,daily,5.9,7.5,0.247,free,0.3911,56.7,67.2,Kelly Lozano,william41@example.com,af_ZA,Cuba
u_001253,power_user,30,mid,daily,7.4,3.8,0.898,premium,0.1555,84.4,67.1,Sylvia Martinez,lauriecontreras@example.net,tcy_IN,Zambia
u_001254,price_sensitive,37,mid,weekly,6.9,6.8,0.148,free,0.5553,41.4,42.5,Dr. Jeffrey Beck,xgreene@example.org,sr_RS,Djibouti
u_001255,price_sensitive,26,low,weekly,6.5,7.7,0.311,free,0.4776,48.4,62.2,Christine Phillips,wstone@example.com,nl_BE,Iraq
u_001256,power_user,20,mid,occasional,9.7,2.7,0.912,premium,0.0258,92.6,73.0,Michael Nguyen,nguyencorey@example.net,mr_IN,Honduras
u_001257,casual_browser,37,high,occasional,1.9,2.0,0.535,free,0.05,57.0,78.4,Terri Stout,jonespaul@example.com,os_RU,Aruba
u_001258,early_adopter,19,mid,occasional,8.8,5.3,0.669,premium,0.1879,92.5,90.3,Michael Lambert,beckalan@example.net,ia_FR,Malaysia
u_001259,casual_browser,21,low,occasional,6.3,5.7,0.284,basic,0.257,24.3,65.4,Tyler Campbell,gilbertdavid@example.org,be_BY,Christmas Island
u_001260,power_user,31,high,daily,7.3,3.5,0.718,premium,0.0495,79.7,80.4,Cheryl Montgomery,bernardaimee@example.com,quz_PE,British Indian Ocean Territory (Chagos Archipelago)
u_001261,price_sensitive,22,low,daily,4.3,6.6,0.104,free,0.122,47.5,61.2,Thomas Howell,jeffreynichols@example.com,uk_UA,Aruba
u_001262,power_user,22,mid,daily,10.0,3.3,0.766,free,0.01,71.4,69.6,Lee Richards,vdixon@example.org,quz_PE,Djibouti
u_001263,price_sensitive,29,low,daily,7.7,8.6,0.199,basic,0.3758,52.9,58.7,Haley Willis,bwilliams@example.com,id_ID,North Macedonia
u_001264,enterprise_user,41,high,daily,7.5,3.3,0.548,premium,0.0143,95.6,62.2,Matthew Decker,melinda28@example.com,gu_IN,Mauritania
u_001265,enterprise_user,40,mid,daily,5.9,2.1,0.397,premium,0.055,58.3,66.1,Katrina Carter,katherinekemp@example.com,tig_ER,Greenland
u_001266,power_user,26,mid,daily,8.7,5.5,0.565,basic,0.0776,75.3,91.5,Dawn Ford,jcampbell@example.net,pa_IN,Grenada
u_001267,casual_browser,27,mid,weekly,5.2,4.2,0.231,basic,0.1762,28.8,41.1,Paul Patterson,rachel33@example.com,id_ID,Nauru
u_001268,price_sensitive,21,mid,occasional,3.2,8.6,0.162,free,0.3521,32.6,42.6,Rebecca Kim,bowmansharon@example.com,pl_PL,Netherlands Antilles
u_001269,power_user,36,high,daily,8.6,3.3,0.702,premium,0.1102,81.8,87.5,David Jennings,brooksjessica@example.org,hy_AM,Mozambique
u_001270,early_adopter,32,low,weekly,10.0,4.3,0.854,premium,0.0732,70.9,77.3,Tara Ramirez,martincarol@example.org,mi_NZ,Lebanon
u_001271,casual_browser,26,low,occasional,6.2,6.9,0.381,premium,0.1839,49.7,32.4,Michael Herrera,sotojoseph@example.net,yo_NG,Rwanda
u_001272,early_adopter,23,mid,daily,8.2,5.0,0.901,premium,0.1483,95.8,84.5,Brett Jennings,mitchell67@example.net,nl_BE,Venezuela
u_001273,price_sensitive,35,mid,daily,2.5,8.1,0.27,free,0.3893,56.7,36.0,Andrew Richard,scott05@example.org,tt_RU,Malta
u_001274,early_adopter,26,high,daily,9.5,5.7,0.913,basic,0.1613,85.7,94.0,Robert Stevens,james60@example.net,crh_UA,French Guiana
u_001275,enterprise_user,45,mid,daily,5.8,1.0,0.448,premium,0.0699,54.7,87.9,Jennifer Sanchez,estrickland@example.net,mn_MN,Ireland
u_001276,price_sensitive,32,mid,occasional,3.1,7.4,0.339,premium,0.2239,72.4,57.6,Michael Ramirez,leoncassandra@example.org,ky_KG,Peru
u_001277,early_adopter,18,high,daily,8.1,1.9,0.879,basic,0.1356,88.4,90.7,Elizabeth Williams,pthompson@example.com,mr_IN,Philippines
u_001278,power_user,32,high,daily,10.0,3.8,0.933,premium,0.0566,67.2,79.7,Joel Garza,christinekelley@example.com,mg_MG,Guam
u_001279,price_sensitive,23,low,daily,7.2,8.4,0.294,free,0.4173,33.6,60.3,Christine Martinez,melody89@example.com,hr_HR,Zambia
u_001280,enterprise_user,53,high,daily,7.1,2.1,0.451,premium,0.0755,74.0,83.6,Lisa Watkins,delacruzmelanie@example.net,quz_PE,Nigeria
u_001281,enterprise_user,50,high,daily,4.5,4.8,0.441,premium,0.0596,56.5,93.3,Robin Russell,powerssandra@example.net,unm_US,Slovenia
u_001282,casual_browser,22,mid,weekly,3.6,6.2,0.388,free,0.2484,58.1,27.5,Jeffrey Roth,edwardshah@example.org,ce_RU,India
u_001283,casual_browser,30,mid,occasional,3.9,7.9,0.156,free,0.3983,40.2,80.1,Brad Beard,jeremy70@example.net,doi_IN,Aruba
u_001284,early_adopter,30,high,daily,8.6,4.0,0.924,premium,0.0843,87.4,92.7,Amber Meyers,christy84@example.net,xh_ZA,Netherlands Antilles
u_001285,early_adopter,21,low,daily,9.0,1.3,0.834,premium,0.0328,93.3,75.4,Dr. Adam Cobb,wilsonphillip@example.com,kn_IN,Argentina
u_001286,enterprise_user,32,high,daily,5.9,2.9,0.67,premium,0.0761,63.5,69.4,Jose Pearson,nlee@example.net,aa_ER,United Arab Emirates
u_001287,casual_browser,32,mid,occasional,3.5,6.6,0.203,basic,0.2042,43.1,72.7,Eric Rodriguez,zburke@example.org,am_ET,Togo
u_001288,enterprise_user,30,mid,weekly,9.3,1.3,0.72,premium,0.0695,75.8,77.6,Jeffrey Miller,bday@example.org,niu_NU,Namibia
u_001289,casual_browser,34,mid,occasional,4.0,3.2,0.277,free,0.2211,25.9,60.6,Derrick Johnson,karla66@example.net,tig_ER,Poland
u_001290,casual_browser,30,low,weekly,7.5,6.4,0.381,free,0.3902,25.4,60.5,Shirley Hill,xfisher@example.org,pl_PL,Togo
u_001291,power_user,34,high,daily,8.9,1.8,0.783,premium,0.1266,86.8,80.9,Robert Matthews,timothybooth@example.com,kk_KZ,Croatia
u_001292,enterprise_user,59,mid,daily,4.9,1.7,0.469,basic,0.0307,62.5,65.4,Mark Howard,qvazquez@example.org,lt_LT,Guam
u_001293,enterprise_user,41,high,daily,10.0,3.7,0.325,premium,0.0264,74.8,63.0,Charles Velez,markvang@example.net,lzh_TW,Macao
u_001294,casual_browser,41,low,occasional,6.1,1.9,0.241,free,0.3975,75.0,58.5,Ronald Cole,ricardosmith@example.com,nso_ZA,Pitcairn Islands
u_001295,casual_browser,35,mid,daily,5.8,4.1,0.377,free,0.3485,34.6,46.1,Karen Jones,ehenry@example.org,brx_IN,Bulgaria
u_001296,early_adopter,27,high,daily,9.4,6.2,0.87,basic,0.1143,75.3,81.3,Zachary Hamilton,beverlyflores@example.org,gv_GB,Sri Lanka
u_001297,price_sensitive,26,mid,weekly,3.2,7.3,0.16,free,0.3965,30.6,33.0,Jordan Todd,zmaynard@example.com,brx_IN,Brunei Darussalam
u_001298,enterprise_user,31,high,occasional,3.1,4.1,0.514,premium,0.0419,75.3,74.3,Patricia Le,duartekevin@example.net,fa_IR,Armenia
u_001299,early_adopter,32,mid,daily,8.9,5.7,0.856,premium,0.221,88.7,73.2,Crystal Morrow,davidellis@example.com,bg_BG,Guyana
u_001300,power_user,31,high,daily,9.4,2.7,0.804,premium,0.0466,70.7,83.4,Nicole Moore,thomascathy@example.com,ast_ES,Bangladesh
u_001301,casual_browser,43,mid,weekly,2.6,8.2,0.282,basic,0.0915,57.3,75.0,Christopher Martin,kellyibarra@example.org,ne_NP,United States Virgin Islands
u_001302,early_adopter,25,mid,weekly,8.4,1.4,0.858,free,0.1026,86.6,71.3,Susan Owens,danielmendez@example.com,ht_HT,Equatorial Guinea
u_001303,casual_browser,29,mid,daily,7.4,5.8,0.465,free,0.198,42.7,36.9,Stephanie Velazquez,bartondavid@example.com,tcy_IN,Mayotte
u_001304,early_adopter,21,mid,daily,7.7,2.9,0.931,premium,0.0728,77.3,93.8,Alexander Glover,michael40@example.net,li_BE,Gibraltar
u_001305,enterprise_user,48,high,daily,8.8,2.0,0.347,premium,0.0742,73.5,63.0,Patty Madden,spenceraaron@example.org,tk_TM,Samoa
u_001306,price_sensitive,18,low,weekly,6.7,9.2,0.104,free,0.4812,55.6,46.4,Breanna Flores,heather53@example.net,ca_AD,Moldova
u_001307,early_adopter,21,low,weekly,9.4,1.9,0.802,premium,0.1104,86.2,93.3,William Perez,melodyjacobson@example.com,tn_ZA,Azerbaijan
u_001308,early_adopter,25,mid,daily,9.6,3.4,0.857,premium,0.0739,85.2,68.2,Christine Jones,irosario@example.org,uk_UA,Rwanda
u_001309,price_sensitive,46,low,weekly,7.4,9.4,0.322,free,0.3746,40.8,36.0,Alex Alexander,jonathanwiley@example.org,bo_CN,Morocco
u_001310,price_sensitive,35,mid,weekly,7.2,9.1,0.41,free,0.3695,66.4,64.9,Billy Jones,christophermills@example.com,nn_NO,Sudan
u_001311,casual_browser,28,mid,weekly,4.0,6.5,0.192,basic,0.4054,12.0,58.2,Juan Ray,antoniothompson@example.org,my_MM,Cote d'Ivoire
u_001312,casual_browser,54,mid,weekly,5.3,9.2,0.268,basic,0.1282,45.5,37.3,Raymond Costa,jasoncook@example.net,raj_IN,Marshall Islands
u_001313,price_sensitive,18,low,daily,3.8,9.5,0.304,free,0.2913,28.9,30.0,Daniel Nelson,zparker@example.net,ku_TR,Lao People's Democratic Republic
u_001314,early_adopter,24,mid,daily,9.0,2.6,0.972,basic,0.0971,81.5,91.5,Martin Jackson,welchamanda@example.com,fi_FI,Honduras
u_001315,price_sensitive,23,low,occasional,7.0,7.8,0.271,free,0.2201,67.9,29.9,Jeremy Mcguire,monicawood@example.org,pap_AN,Fiji
u_001316,price_sensitive,26,low,daily,5.7,8.8,0.426,free,0.3855,46.6,29.7,Anthony Murphy,brittany21@example.net,csb_PL,Pakistan
u_001317,casual_browser,27,low,occasional,4.8,5.6,0.466,free,0.174,75.0,56.4,Vincent Jackson,wrightbrandon@example.net,ja_JP,Burundi
u_001318,early_adopter,20,high,daily,9.7,5.1,0.82,free,0.0682,80.1,75.7,Tina Garcia,mistyenglish@example.net,ckb_IQ,Guadeloupe
u_001319,power_user,37,high,weekly,7.3,5.2,0.796,basic,0.0648,74.4,72.8,Mr. Gary Mitchell DVM,longbrittany@example.org,kok_IN,Antarctica (the territory South of 60 deg S)
u_001320,enterprise_user,38,high,daily,5.0,2.5,0.412,premium,0.045,76.6,82.7,Michael Davis,jford@example.org,se_NO,Samoa
u_001321,price_sensitive,33,mid,weekly,2.6,8.1,0.284,free,0.2453,46.9,73.1,Tanner Ortiz,david85@example.net,be_BY,Czech Republic
u_001322,price_sensitive,23,low,daily,2.8,8.8,0.243,free,0.2387,47.2,61.8,Jacqueline Herman,tannergina@example.org,ve_ZA,Liberia
u_001323,casual_browser,37,mid,weekly,6.2,2.5,0.097,basic,0.2411,21.0,43.5,James Wallace,jamielopez@example.com,sd_IN,Panama
u_001324,price_sensitive,20,low,occasional,3.4,9.3,0.389,free,0.4114,74.4,49.8,Alan Black,omorris@example.net,om_ET,Antigua and Barbuda
u_001325,casual_browser,41,low,occasional,4.8,6.6,0.243,premium,0.2883,57.7,68.8,Stanley Taylor,gregory07@example.net,bho_IN,Guernsey
u_001326,power_user,28,mid,daily,7.5,2.0,0.819,premium,0.0757,72.9,77.4,Angel Jensen,melissaphillips@example.org,ks_IN,Austria
u_001327,early_adopter,28,mid,weekly,9.5,6.0,0.99,premium,0.1132,90.5,78.2,Kevin Mora,bowmananthony@example.org,pl_PL,Egypt
u_001328,price_sensitive,19,low,occasional,5.5,8.4,0.284,basic,0.3899,51.2,15.9,Whitney Bennett,mjohnson@example.net,hu_HU,Aruba
u_001329,price_sensitive,40,low,daily,2.8,8.6,0.219,basic,0.2253,54.2,44.5,Derek Mckinney,jessica53@example.org,wal_ET,Puerto Rico
u_001330,price_sensitive,29,mid,daily,1.4,7.6,0.34,free,0.3613,48.6,27.7,David Garrison,ellismelissa@example.com,nds_NL,Burundi
u_001331,enterprise_user,42,high,daily,9.3,1.0,0.548,premium,0.033,71.8,91.3,Mark Mcintosh,sheilahernandez@example.net,ur_IN,Slovenia
u_001332,casual_browser,38,mid,daily,4.6,1.5,0.329,basic,0.2609,46.4,74.4,Elizabeth Brown,xlawrence@example.com,lzh_TW,Jamaica
u_001333,power_user,30,high,daily,10.0,1.7,0.717,premium,0.0436,70.3,75.1,Anthony Shaw,paulmiller@example.org,as_IN,Venezuela
u_001334,enterprise_user,49,high,occasional,5.6,3.2,0.15,premium,0.0939,74.0,91.7,Scott Porter,barrettkimberly@example.net,fo_FO,Aruba
u_001335,enterprise_user,30,high,daily,10.0,4.0,0.242,premium,0.1232,41.9,70.9,Sheila Weaver,krogers@example.org,se_NO,Tokelau
u_001336,price_sensitive,31,mid,weekly,6.8,8.7,0.326,free,0.4047,47.5,47.9,Jerome Herman,scott79@example.com,gd_GB,Faroe Islands
u_001337,enterprise_user,39,high,weekly,5.0,2.9,0.597,premium,0.01,74.4,67.4,Ronnie King,marcuscook@example.org,hsb_DE,Wallis and Futuna
u_001338,early_adopter,19,high,daily,9.2,2.0,0.906,premium,0.1224,100.0,83.6,Brooke Keith,bmontoya@example.org,mni_IN,Sudan
u_001339,early_adopter,21,mid,daily,8.8,5.4,0.933,premium,0.0934,88.9,88.6,John Gay,gcarrillo@example.com,hi_IN,Samoa
u_001340,price_sensitive,37,low,daily,4.7,9.6,0.242,basic,0.2901,37.5,44.1,Chad Washington,judith85@example.net,zh_CN,Niger
u_001341,casual_browser,34,mid,weekly,4.3,5.8,0.258,basic,0.1281,21.4,45.7,Jason Hamilton,josephmeyer@example.net,wae_CH,Turks and Caicos Islands
u_001342,casual_browser,32,high,weekly,6.6,3.6,0.184,free,0.0815,57.3,72.3,Lacey Morrow,phyllisbaxter@example.org,doi_IN,Costa Rica
u_001343,casual_browser,39,mid,occasional,6.9,1.5,0.191,basic,0.2308,50.3,40.3,Robin Parker,jessica68@example.org,cs_CZ,Benin
u_001344,power_user,37,high,occasional,8.2,1.0,0.762,premium,0.0841,75.7,63.4,Jeanne Jones,byrderic@example.com,fi_FI,Rwanda
u_001345,enterprise_user,38,mid,daily,6.4,1.9,0.598,basic,0.0591,79.1,68.0,Charles Flores,byrdsherry@example.net,rw_RW,Serbia
u_001346,price_sensitive,39,low,daily,4.4,7.9,0.251,free,0.3929,45.0,28.9,Eric Miller,nathanwatson@example.org,de_CH,Djibouti
u_001347,enterprise_user,43,mid,daily,7.7,4.6,0.527,premium,0.0418,58.3,75.3,Alan Carpenter,xavierwilson@example.org,sa_IN,Niue
u_001348,power_user,32,high,daily,7.1,5.7,0.792,premium,0.0456,89.0,74.7,Michael Hoffman,jeffrey92@example.com,kl_GL,Brunei Darussalam
u_001349,enterprise_user,43,mid,weekly,7.2,3.9,0.58,basic,0.0564,60.1,56.3,Cindy Simpson,fordphyllis@example.com,en_HK,Cameroon
u_001350,casual_browser,34,mid,weekly,5.9,7.3,0.354,basic,0.1161,39.6,68.9,Michael Hogan,danielsmith@example.com,kn_IN,Suriname
u_001351,price_sensitive,18,low,occasional,10.0,8.1,0.294,basic,0.4135,63.4,43.6,Judy Perez,navila@example.org,mi_NZ,Syrian Arab Republic
u_001352,casual_browser,45,high,occasional,7.1,6.6,0.103,free,0.26,48.4,48.3,Lynn Morgan,gabriella69@example.org,te_IN,Marshall Islands
u_001353,casual_browser,51,low,weekly,2.7,9.0,0.411,free,0.2056,35.7,37.8,Andrew Cohen,criley@example.net,hak_TW,Zambia
u_001354,price_sensitive,31,low,weekly,2.5,9.6,0.388,basic,0.3999,37.7,45.1,Thomas Ramos,mcarroll@example.net,bn_BD,Micronesia
u_001355,enterprise_user,35,high,daily,7.8,1.1,0.46,basic,0.0661,80.4,70.5,Albert Kelly,hillmaria@example.com,ms_MY,Zambia
u_001356,enterprise_user,37,high,daily,3.0,3.7,0.32,premium,0.0685,72.9,72.8,Annette Kelley,stephanie65@example.org,sl_SI,Montserrat
u_001357,power_user,31,high,weekly,9.3,4.3,0.619,premium,0.0702,87.7,69.4,Keith Bass,cookcurtis@example.net,nb_NO,Thailand
